,name,category,section,description,dimensions,image,page
38,S4,Sofá,Isabelino  Salón  Sillería,Sofá isabelino negro tapizado tela damasco,166x66x113 (cm),admin/img_prod/S4/S4-1-720x540.png,10
39,ILU4,Iluminación,,Cuadro de luz gris con relojes digitales,40x20x60 (cm),admin/img_prod/ILU4/ILU4-1-720x540.png,10
40,PV4,Pie de vela,Descatalogado,Descatalogado,0x0x0 (cm),admin/img_prod/PV4/LOGOTIPO VAZQUEZ- 720x540.png,10
41,SEC4,Secreter,Inglesa  Salón,Secreter inglés marquetería,82x42x105 (cm),admin/img_prod/SEC4/SEC4-720x540.png,10
42,VI4,Vitrina,Comedor  Salón,Vitrina italiana clara estantes cristal,106x37x160 (cm),admin/img_prod/VI4/VI4-1-720x540.png,10
43,PEL4,Peluquería,,Secador de peluquería rosa con pie con ruedas,60x60x170 (cm),admin/img_prod/PEL4/PEL4-1-720x540.png,10
44,SR4,Silla de ruedas,Descatalogado,Descatalogado,0x0x0 (cm),admin/img_prod/SR4/LOGOTIPO VAZQUEZ- 720x540.png,10
45,PC4,Pizarra,Colegio,Pizarra de colegio marco madera,174x5x124 (cm),admin/img_prod/PC4/PC4-720x540.png,10
46,BUZ4,Buzones,Portal,Bloque de buzones chapa marrón (30 buzones máximo),145x25x55 (cm),admin/img_prod/BUZ4/BUZ4-1-720x540.png,10
47,CAM4,Cámara fotos y vídeo,Proyectores  Proyectores de super ocho,Montadora de 8mm PNAGOR,1x1x1 (cm),admin/img_prod/CAM4/CAM4-720x540.png,10
