,name,category,section,description,dimensions,image,page
0,CA23,Cama,Dormitorio,Cabecero forma tapizado flores,140x10x120 (cm),admin/img_prod/CA23/CA23-720x540.png,49
1,CO23,Cocinas,Varios cocina,Pila lavadero de cocina de piedra,1x1x1 (cm),admin/img_prod/CO23/CO23-720x540.png,49
2,COM23,Comoda,Comodín  Dormitorio  Inglesa,Comodín inglés caoba 3 cajones a juego dormitorio inglés,97x47x78 (cm),admin/img_prod/COM23/COM23-1-720x540.png,49
3,CON23,Consola,Isabelino  Recibidor,Consola Isabelina negra con tapa figurada con cajón,115x55x90 (cm),admin/img_prod/CON23/CON23-1-720x540.png,49
4,CU23,Cuadro,Religioso,Cuadro retablo bizantino pintado,210x5x115 (cm),admin/img_prod/CU23/CU23-720x540.png,49
5,ANU23,Carteles y anuncios,Bar y cafetería,Cartel  antiguo chapa Champión,25x1x10 (cm),admin/img_prod/ANU23/ANU23-720x540.png,49
6,ESP23,Espejo,Dormitorio,Espejo marco nogal,56x15x160 (cm),admin/img_prod/ESP23/ESP23-720x540.png,49
7,ES23,Estanteria,Rústico,Estante suelo nogal cerrado recto,81x23x100 (cm),admin/img_prod/ES23/ES23-720x540.png,49
8,EST23,Estufa,Calefaccion,Placa de calor de pared,67x15x30 (cm),admin/img_prod/EST23/EST23-720x540.png,49
9,ESTAT23,Estatua,Religioso,Estatua imagen fraile con niño de escayola,1x1x1 (cm),admin/img_prod/ESTAT23/ESTAT23-720x540.png,49
10,F23,Fichero,Despacho,Fichero metálico crema 4 cajones,45x65x132 (cm),admin/img_prod/F23/F23-1-720x540.png,49
11,MUS23,Instrumentos musicales,Musica,Zanfoña auténtica,1x1x1 (cm),admin/img_prod/MUS23/MUS23 (INM10)=-720x540.png,49
12,ADO23,Adornos,Salón,Figura bronce pequeña golfista,1x1x1 (cm),admin/img_prod/ADO23/ADO23-720x540.png,49
13,DPT23,Deporte,Bicicleta  Gimnasio,Bicicleta estática blanca y azul Ciclostatic,67x50x100 (cm),admin/img_prod/DPT23/DPT23-720x540.png,49
14,LAM23,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa hierro verde y metal,0x0x0 (cm),admin/img_prod/LAM23/LAM23-720X540.png,49
15,FUM23,Artículos de fumador,Cenicero,Juego cenicero y mechero metacrilato,1x1x1 (cm),admin/img_prod/FUM23/FUM23-720X540.png,49
16,M23,Mesa,Centro  Salón,Mesa centro nogal pata torneada,100x45x42 (cm),admin/img_prod/M23/M23-1-720x540.png,49
17,AZP23,Azulejos y platos de pared,Decoración,Azulejos de pared antiguos gruesos,1x1x1 (cm),admin/img_prod/AZP23/AZP23-720x540.png,49
18,BAD23,Bandejas,Bar y cafetería,Bandejas medievales metal,1x1x1 (cm),admin/img_prod/BAD23/BAD23-720x540.png,49
19,BYC23,Atrezzo de bar y cafetería,Bar y cafetería,Copas de licor antiguas cristal grueso,1x1x1 (cm),admin/img_prod/BYC23/BYC23(BAR23-720x540).png,49
20,COL23,Atrezzo colegio,Colegio,Cuadernos colegio antiguos,1x1x1 (cm),admin/img_prod/COL23/COL23-720x540.png,49
21,DES23,Atrezzo despacho,Despacho  Máquinas de escribir,Máquina de escribir eléctrica xerox,1x1x1 (cm),admin/img_prod/DES23/DES23-720x540.png,49
22,BEB23,Bebé,Cochecito,Silla de niño plegable azul PRENATAL,43x70x103 (cm),admin/img_prod/BEB23/BEB23-1-720x540.png,49
23,CST23,Moda y costura,,Costurero isabelino negro con tapa,36x76x52 (cm),admin/img_prod/CST23/CST23-1-720x540.png,49
24,CAR23,Caja registradora,Calculadoras  Despacho,Calculadora plástico verde HISPANO OLIVETTI,1x1x1 (cm),admin/img_prod/CAR23/CAR23 (DES100)-720x540.png,49
25,CRI23,Cristalería,Jarras,Jarras cristal antiguas con asa y peana,1x1x1 (cm),admin/img_prod/CRI23/CRI23-720x540.png,49
26,MC23,Macetero,Comedor  Imperio  Salón,Macetero imperio 3 columnas adornos metal,50x50x108 (cm),admin/img_prod/MC23/MC23-1-720x540.png,49
27,ME23,Mesilla,Dormitorio,Mesilla ovalada pintada negra,43x31x55 (cm),admin/img_prod/ME23/ME23-1-720x540.png,49
28,VET23,Ventilador,,Ventilador de techo blanco 4 aspas,1x1x1 (cm),admin/img_prod/VET23/VET23-720x540.png,49
29,REL23,Reloj,Despacho,Reloj de pared grande esfera redonda marco niquelado,1x1x1 (cm),admin/img_prod/REL23/REL23-720x540.png,49
30,TEL23,Telefonía,,Contestador antiguo grande antiguo,0x0x0 (cm),admin/img_prod/TEL23/TLF23-720x540.png,49
31,MYN23,Maletas y neceseres de viaje,Viaje,Maleta antigua fibra jaspeada cantoneras madera,50x30x25 (cm),admin/img_prod/MYN23/MYN23-720x540.png,49
32,MYC23,Maletines y carteras,,Portadocumentos skay marron de fuelle,0x0x0 (cm),admin/img_prod/MYC23/MYC23-720x540.png,49
33,TOC23,Objetos de tocador,Tocador,Juego de tocador plateado liso (6 piezas),0x0x0 (cm),admin/img_prod/TOC23/TOC23-720x540.png,49
34,JUG23,Juguetes,Juguete,Puzzles con sus cajas,0x0x0 (cm),admin/img_prod/JUG23/JUG23-720x540.png,49
35,JAR23,Jarrones y jarras,Adorno  Decoración  Salón,Jarron niquelado alto cenefa grabada flores,0x0x0 (cm),admin/img_prod/JAR23/JAR23-720x540.png,49
36,MYS23,Tocadiscos y altavoces,Electrónica  Musica  Sonido,Plato de tocadiscos portátil,0x0x0 (cm),admin/img_prod/MYS23/MYS23-720x540.png,49
37,TP23,Tapices y estandartes,Salón,Tapiz bordado terciopelo ciervos con marco blanco y oro,124x10x182 (cm),admin/img_prod/TP23/TP23-720x540.png,49
38,ML23,Librería,Despacho,Librería de despacho 1900 puertas cristal,120x40x240 (cm),admin/img_prod/ML23/ML23-720x540.png,49
39,MED23,Atrezzo medicina,Hospital  Medicina,Escalerilla de madera antigua para tubos de ensayo,0x0x0 (cm),admin/img_prod/MED23/MED23-720x540.png,49
40,HOS23,Hospitales,Hospital  Medicina,Mesilla hospital hierro tapa formica,50x39x79 (cm),admin/img_prod/HOS23/HOS23-1-720x540.png,49
41,VAA23,Atrezzo vario,Descatalogado,Descatalogado,0x0x0 (cm),admin/img_prod/VAA23/LOGOTIPO VAZQUEZ- 720x540.png,49
42,ARA23,Atrezzo Árabe,Arabe,Mesa árabe cuadrada pintada,50x50x70 (cm),admin/img_prod/ARA23/ARA23-1-720x540.png,49
43,RAD23,Radios,,Radio antigua caja blanca y dorado 4 mandos,1x1x1 (cm),admin/img_prod/RAD23/RAD23-720x540.png,49
44,SI23,Sillón,Reina ana  Sillería,Sillón estilo Reina Ana nogal filo oro tapizado cuero,62x56x117 (cm),admin/img_prod/SI23/SI23-1-720x540.png,49
45,MV23,Muebles varios,Descatalogado,Descatalogado,0x0x0 (cm),admin/img_prod/MV23/LOGOTIPO VAZQUEZ- 720x540.png,49
46,JUE23,Juego,,Tablero de parchís de madera,1x1x1 (cm),admin/img_prod/JUE23/JUE23-720x540.png,49
47,SIL23,Silla,Reina ana  Sillería,Silla Reina Ana de nogal filo oro tapizada cuero,50x50x110 (cm),admin/img_prod/SIL23/SIL23-1-720x540.png,49
