,name,category,section,description,dimensions,image,page
0,ARA7,Atrezzo Árabe,Arabe,Sillón árabe nogal tallado,75x73x119 (cm),admin/img_prod/ARA7/ARA7-1-720x540.png,18
1,SI7,Sillón,Frances  Salón  Sillería,Sillón Luis XVI dorado rejilla medio punto con cojines,75x52x80 (cm),admin/img_prod/SI7/SI7-1-720x540.png,18
2,RAD7,Radios,,Radio antigua caja madera frontal plástico crema 3 mandos,1x1x1 (cm),admin/img_prod/RAD7/RAD7-720x540.png,18
3,JAM7,Jamuga,Descatalogado,,0x0x0 (cm),admin/img_prod/JAM7/LOGOTIPO VAZQUEZ- 720x540.png,18
4,MV7,Muebles varios,Italiano  Mueble bar,Mueble bar italiano claro con puerta de espejo,65x45x95 (cm),admin/img_prod/MV7/MV7-1-720x540.png,18
5,JAU7,Jaula,,Jaula grande de plástico,1x1x1 (cm),admin/img_prod/JAU7/JAU7-720x540.png,18
6,JUE7,Juego,Bar y cafetería  Casino,Máquina tragaperras PYRAMID,57x61x175 (cm),admin/img_prod/JUE7/JUE7-1-720X540.png,18
7,SIL7,Silla,Frances  Sillería,Silla Luis XV dorada rejilla con cojín,44x47x98 (cm),admin/img_prod/SIL7/SIL7-1-720x540.png,18
8,LM7,Litera de mano,Egipcio,Palanquín egipcio,75x120x130 (cm),admin/img_prod/LM7/LM7-720x540.png,18
9,MEC7,Mecedora,Curvado  Infantil,Mecedora curvada tapizada de niño,41x64x62 (cm),admin/img_prod/MEC7/MEC7-1-720x540.png,18
10,MOS7,Mostrador,Tienda,Mostrador de tienda con vitrina,156x41x82 (cm),admin/img_prod/MOS7/MOS7-1-720x540.png,18
11,S7,Sofá,Frances  Salón  Sillería,Sofá Luis XVI rejilla dorada con cojines,128x55x80 (cm),admin/img_prod/S7/S7-1-720x540.png,18
12,ILU7,Iluminación,Cine,Caja porta pantallas de iluminación,88x20x58 (cm),admin/img_prod/ILU7/ILU7-720X540.png,18
13,PV7,Pie de vela,Hachero  Iglesia  Medieval,Hachero de suelo 3 luces en aro,58x58x150 (cm),admin/img_prod/PV7/PV7-720x540.png,18
14,SEC7,Secreter,Jacobino  Salón,Secreter jacobino caoba tallado,75x40x105 (cm),admin/img_prod/SEC7/SEC7-2-720x540.png,18
15,VI7,Vitrina,Comedor  Salón,Vitrina nogal con cajón y 2 puertas,82x40x170 (cm),admin/img_prod/VI7/VI7-1-720x540.png,18
16,PEL7,Peluquería,,Máquina de rulos de madera antigua,60x35x125 (cm),admin/img_prod/PEL7/PEL7-1-720x540.png,18
17,SR7,Silla de ruedas,Hospital,Silla de ruedas tapizada skay negro asiento fijo,64x114x90 (cm),admin/img_prod/SR7/SR7-720x540.png,18
18,PC7,Pizarra,,Pizarra de colegio marco aluminio,250x5x123 (cm),admin/img_prod/PC7/PC7-720x540.png,18
19,BUZ7,Buzones,Calle,Buzón de correos hierro amarillo,60x60x140 (cm),admin/img_prod/BUZ7/BUZ7-720x540.png,18
20,CAM7,Cámara fotos y vídeo,Proyectores de super ocho,Proyector de 8mm AGFA,1x1x1 (cm),admin/img_prod/CAM7/CAM7-720x540.png,18
21,JUZ7,Juzgado,Juzgados,Barandilla de juzgado balaustres nogal de 3´60 metros,360x7x85 (cm),admin/img_prod/JUZ7/JUZ7-720x540.png,18
22,QIN7,Quinqués,,Quinqué cristal con pantalla espejo,1x1x1 (cm),admin/img_prod/QIN7/QIN7-720x540.png,18
