,name,category,section,description,dimensions,image,page
0,ARA19,Atrezzo Árabe,Arabe,Pebetero árabe plateado grabado con bandeja plateada,48x48x73 (cm),admin/img_prod/ARA19/ARA19-1-720x540.png,43
1,SI19,Sillón,Despacho  Salón,Sillón medio punto caoba tapizado damasco,70x60x105 (cm),admin/img_prod/SI19/SI19-1-720x540.png,43
2,RAD19,Radios,,Radio antigua madera decorada flores,1x1x1 (cm),admin/img_prod/RAD19/RAD19-720x540.png,43
3,JAM19,Jamuga,Español,Jamuga fija nogal tallada tapizada terciopelo rojo y franja tapiz,63x52x73 (cm),admin/img_prod/JAM19/JAM19-1-720x540.png,43
4,MV19,Muebles varios,Japonés  Taquillón,Taquillón japonés caoba puerta estrella metal,80x28x71 (cm),admin/img_prod/MV19/MV19-720x540.png,43
5,JUE19,Juego,Casino,Tablero de mesa de ruleta,240x5x105 (cm),admin/img_prod/JUE19/JUE19-720x540.png,43
6,SIL19,Silla,Comedor  Frances  Salón,Silla Luis XVI dorada rejilla,42x39x37 (cm),admin/img_prod/SIL19/SIL19-1-720x540.png,43
7,MEC19,Mecedora,,Sillón balancín balaustres tapizado,64x60x106 (cm),admin/img_prod/MEC19/MEC19-720x540.png,43
8,MOS19,Mostrador,Bar y cafetería,Mostrador barra de bar tapizado skay rojo,124x40x104 (cm),admin/img_prod/MOS19/MOS19-1-720x540.png,43
9,S19,Sofá,Salón  Sillería,Sofá escaño caoba tapizado damasco,195x70x110 (cm),admin/img_prod/S19/S19-1-720x540.png,43
10,ILU19,Iluminación,Calle,Farola de pared cazoleta aluminio pequeña,20x15x95 (cm),admin/img_prod/ILU19/ILU19-720X540.png,43
11,PV19,Pie de vela,Antorchero  Medieval,Antorchero de pared de fleje,0x0x0 (cm),admin/img_prod/PV19/PV19-720x540.png,43
12,SEC19,Secreter,Despacho  Salón,Bureau caoba tapa abatible piel negra con 2 alas,150x72x120 (cm),admin/img_prod/SEC19/SEC19-1-720x540.png,43
13,BRA19,Brasero,Griego  Medieval  Pebetero,Pebetero de hierro griego alto,65x65x150 (cm),admin/img_prod/BRA19/BRA19-1-720x540.png,43
14,JAU19,Jaula,Pie de jaula,Pie de jaula niquelado para 3 jaulas,0x0x205 (cm),admin/img_prod/JAU19/JAU19-720x540.png,43
15,VI19,Vitrina,Iglesia,Hornacina de iglesia de escayola para imágenes,191x36x187 (cm),admin/img_prod/VI19/VI19-720x540.png,43
16,PER19,Perchero,Despacho  Dormitorio  Recibidor,Perchero de pie tubo negro 5 ganchos,60x60x178 (cm),admin/img_prod/PER19/PER19-720x540.png,43
17,CSE19,Carro de servicio,Forja  Jardín  Mimbre,Carro de servicio mimbre y forja,75x40x82 (cm),admin/img_prod/CSE19/CSE19-1-720x540.png,43
18,SR19,Silla de ruedas,Hospital,Silla de ruedas plegable tapizada gris,1x1x1 (cm),admin/img_prod/SR19/SR19-1-720x540.png,43
19,BAS19,Bascula,Tienda,Báscula de tienda niquelada,26x30x48 (cm),admin/img_prod/BAS19/BAS19-1-720x540.png,43
