,name,category,section,description,dimensions,image,page
33,MOS2,Mostrador,Tienda,Mostrador de tienda de nogal (se le puede añadir una parte más alta para elevarlo),150x50x90 (cm),admin/img_prod/MOS2/MOS2-1-720x540.png,5
34,S2,Sofá,Isabelino  Salón  Sillería,Sofá isabelino limoncillo tapizado tela flores,160x60x100 (cm),admin/img_prod/S2/S2-1-720x540.png,5
35,ILU2,Iluminación,,Cuadro de luz gris con 3 relojes,67x15x54 (cm),admin/img_prod/ILU2/ILU2-720x540.png,5
36,PV2,Pie de vela,Candelero  Iglesia  Medieval,Hachero suelo de cuadradillo 1 luz,46x46x135 (cm),admin/img_prod/PV2/PV2-720x540.png,5
37,SEC2,Secreter,Americano  Salón,Bureau americano de persiana,115x75x112 (cm),admin/img_prod/SEC2/SEC2-1-720x540.png,5
38,VI2,Vitrina,Descatalogado,,0x0x0 (cm),admin/img_prod/VI2/LOGOTIPO VAZQUEZ- 720x540.png,5
39,PEL2,Peluquería,Lavabo,Lavacabezas de peluquería loza crema con alcachofa ducha,50x60x35 (cm),admin/img_prod/PEL2/PEL2-1-720x540.png,5
40,SR2,Silla de ruedas,Hospital,Silla de ruedas plegable con ruedas pequeñas,0x0x0 (cm),admin/img_prod/SR2/SR2-1-720x540.png,5
41,PC2,Pizarra,Colegio,Pizarra de colegio marco madera oscuro,215x5x114 (cm),admin/img_prod/PC2/PC2-720x540.png,5
42,BUZ2,Buzones,Portal,Bloque de 5 buzones de portal chapa pintados,119x8x30 (cm),admin/img_prod/BUZ2/BUZ2-720x540.png,5
43,CAM2,Cámara fotos y vídeo,Cámaras de vídeo,Cámara de vídeo Hi 8 Sanyo con su funda,1x1x1 (cm),admin/img_prod/CAM2/CAM2-720x540.png,5
44,JUZ2,Juzgado,Juzgados,Estrado juzgado madera tallado de 1 metro,100x73x87 (cm),admin/img_prod/JUZ2/JUZ2-1-720x540.png,5
45,QIN2,Quinqués,,Quinqué bola cristal,1x1x1 (cm),admin/img_prod/QIN2/QIN2-720x540.png,5
46,REV2,Revistero,Mimbre,Revistero de pared de mimbre,0x0x0 (cm),admin/img_prod/REV2/REV2-720x540.png,5
47,MOU2,Mobiliario urbano,Calle,Cabeza de semáforo antigua de colgar,0x0x0 (cm),admin/img_prod/MOU2/MOU2-720x540.png,5
