,name,category,section,description,dimensions,image,page
0,ANU3,Carteles y anuncios,,Cartel  antiguo chapa equipo fútbol,10x5x15 (cm),admin/img_prod/ANU3/ANU3-720x540.png,7
1,ESP3,Espejo,Dormitorio  Imperio,Espejo vestidor imperio columnas,100x50x210 (cm),admin/img_prod/ESP3/ESP3-720x540.png,7
2,ES3,Estanteria,Rústico,Estantería rústica 6 baldas,88x32x218 (cm),admin/img_prod/ES3/ES3-1-720x540.png,7
3,EST3,Estufa,Calefaccion,Estufa chubesqui hierro liso con ruedas,26x26x72 (cm),admin/img_prod/EST3/EST3-720x540.png,7
4,ESTAT3,Estatua,Indio,Estatua ídolo azteca en forespan,100x30x150 (cm),admin/img_prod/ESTAT3/ESTAT3-1-720x540.png,7
5,GN3,Galan de noche,Dormitorio,Galán de noche pintado con ruedas,45x45x123 (cm),admin/img_prod/GN3/GN3-1-720x540.png,7
6,AGU3,Aguamaniles,Dormitorio,Aguamanil loza crema dibujos azules,1x1x1 (cm),admin/img_prod/AGU3/AGU3-720x450.png,7
7,ADP3,Animales disecados en panoplia,,Panoplia madera con cuernos ciervo,1x1x1 (cm),admin/img_prod/ADP3/ADP3-720x450.png,7
8,F3,Fichero,Despacho,Fichero madera 6 cajones,43x59x151 (cm),admin/img_prod/F3/F3-1-720x540.png,7
9,MUS3,Instrumentos musicales,Musica  Piano,Piano clave figurado pintado,125x65x90 (cm),admin/img_prod/MUS3/MUS3-1-720x540.png,7
10,ADO3,Adornos,Salón,Adorno mesa cobre con asa metal,1x1x1 (cm),admin/img_prod/ADO3/ADO3-720x540.png,7
11,DPT3,Deporte,Gimnasio,Rueda madera para rehabilitación,90x90x90 (cm),admin/img_prod/DPT3/DPT3-1-720x540.png,7
12,LAM3,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa antigua madera pintada,0x0x0 (cm),admin/img_prod/LAM3/LAM3-720X540.png,7
13,FUM3,Artículos de fumador,Cajas,Cajas para tabaco,1x1x1 (cm),admin/img_prod/FUM3/FUM3-720x540.png,7
14,ASP3,Aspiradoras,Electrodomestico,Aspiradora antigua base mostaza con bolsa en barra,1x1x1 (cm),admin/img_prod/ASP3/ASP3-720x540.png,7
15,AZP3,Azulejos y platos de pared,Decoración,Azulejo pared grande religioso con capilla forja hierro,1x1x1 (cm),admin/img_prod/AZP3/AZP3-720x540.png,7
16,BAD3,Bandejas,,Bandeja antigua de loza y metal con asa,1x1x1 (cm),admin/img_prod/BAD3/BAD3-720x540.png,7
17,BYC3,Atrezzo de bar y cafetería,Bar y cafetería,Botella de cristal de licor,1x1x1 (cm),admin/img_prod/BYC3/BYC3-720x540.png,7
18,COL3,Atrezzo colegio,Colegio,Ábaco de madera antiguo,1x1x1 (cm),admin/img_prod/COL3/COL3-720x540.png,7
19,DES3,Atrezzo despacho,Despacho  Escribanías y tinteros,Escribanía de viaje nogal compartimentos madera,1x1x1 (cm),admin/img_prod/DES3/DES3-720x540.png,7
20,CST3,Moda y costura,Avíos de costura,Bastidor de coser redondo madera,1x1x1 (cm),admin/img_prod/CST3/CST3-720x540.png,7
21,CTN3,Catenaria,,Catenaria dorada peana redonda,30x30x95 (cm),admin/img_prod/CTN3/CTN3-720x540.png,7
22,CEM3,Cementerio,,Lápida de cementerio figurada mármol.,58x22x110 (cm),admin/img_prod/CEM3/CEM3-1-720x540.png,7
23,CHI3,Chimenea,,Avíos forja hierro cobrizados.,1x1x1 (cm),admin/img_prod/CHI3/CHI3-720x540.png,7
24,CRI3,Cristalería,Bomboneras,Bomboneras cristal antiguas.,1x1x1 (cm),admin/img_prod/CRI3/CRI3-720x540.png,7
25,MC3,Macetero,Salón  Gótico  Comedor,Macetero gótico calado negro y oro,47x47x102 (cm),admin/img_prod/MC3/MC3-1-720x540.png,7
26,ME3,Mesilla,Dormitorio  Frances,"Mesilla francesa con pinturas, tapa mármol y copete",40x36x120 (cm),admin/img_prod/ME3/ME3-720x540.png,7
27,VET3,Ventilador,,Ventilador de mesa antiguo aspas azules,1x1x1 (cm),admin/img_prod/VET3/VET3-720x540.png,7
28,REL3,Reloj,Inglesa  Salón,Reloj de pie inglés caoba y bronce plumeado,47x32x230 (cm),admin/img_prod/REL3/REL3-1-720x540.png,7
29,TEL3,Telefonía,,Teléfono de pared antiguo negro de manivela,0x0x0 (cm),admin/img_prod/TEL3/TLF3-720x540.png,7
30,MYN3,Maletas y neceseres de viaje,Viaje,Maleta antigua cuero marrón,75x40x25 (cm),admin/img_prod/MYN3/MYN3-720x540.png,7
31,MYC3,Maletines y carteras,,Cartera antigua skay corinto con hebilla,0x0x0 (cm),admin/img_prod/MYC3/MYC3-720x540.png,7
32,LYR3,Libros y revistas,,Revistas antiguas,0x0x0 (cm),admin/img_prod/LYR3/LYR3-720x540.png,7
33,URN3,Urnas,,Urna de votación tapa azul,0x0x0 (cm),admin/img_prod/URN3/URN3-720x540.png,7
34,TOC3,Objetos de tocador,Tocador,Cajas de tocador de loza blanca y azul dibujos japoneses,0x0x0 (cm),admin/img_prod/TOC3/TOC3-720x540.png,7
35,VAJ3,Vajilla,Comedor,Vajilla loza frutas modelo Grana (12 servicios),0x0x0 (cm),admin/img_prod/VAJ3/VAJ3-720x540.png,7
36,JUG3,Juguetes,Juguete,Juego antiguo Cancha Bolos con su caja,0x0x0 (cm),admin/img_prod/JUG3/JUG3-720x540.png,7
37,JAR3,Jarrones y jarras,Adorno  Decoración  Salón,Jarra antigua de estaño,0x0x0 (cm),admin/img_prod/JAR3/JAR3-720x540.png,7
38,TYV3,Televisores y vídeos,Televisor,Televisión caja blanca Emerson (color),0x0x0 (cm),admin/img_prod/TYV3/TYV3-1-720x540.png,7
39,MYS3,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido,Altavoces profesionales caja madera,0x0x0 (cm),admin/img_prod/MYS3/MYS3-720x540.png,7
40,SOM3,Sombrereras,Viaje,Sombrereras antiguas de fibra,0x0x0 (cm),admin/img_prod/SOM3/SOM3-720x540.png,7
41,TP3,Tapices y estandartes,Iglesia  Medieval,Tapiz pintado religioso Virgen y Cristo,190x0x240 (cm),admin/img_prod/TP3/TP3-720x540.png,7
42,ML3,Librería,Despacho  Español,Librería despacho español tallada 4 puertas (2 cristal),210x47x180 (cm),admin/img_prod/ML3/ML3-1-720x540.png,7
43,MED3,Atrezzo medicina,Hospital  Medicina,Instrumentos médicos quirúrgicos acero antiguos,0x0x0 (cm),admin/img_prod/MED3/MED3-720x540.png,7
44,HOS3,Hospitales,Hospital  Medicina,Banqueta de hospital giratoria chapa blanca,30x30x55 (cm),admin/img_prod/HOS3/HOS3-1-720x540.png,7
45,VAA3,Atrezzo vario,Infantil,Biberones cristal antiguos,0x0x0 (cm),admin/img_prod/VAA3/VAA3-720x540.png,7
46,GRA3,Gramófonos y gramolas,Musica,Gramola antigua caja marquetería,0x0x0 (cm),admin/img_prod/GRA3/GRA3-720x540.png,7
47,ARA3,Atrezzo Árabe,Arabe,Mesa árabe cuadrada pintada,50x50x70 (cm),admin/img_prod/ARA3/ARA3-1-720x540.png,7
