,name,category,section,description,dimensions,image,page
0,BAN19,Banqueta,,Banqueta patas forma asiento tapizado,52x38x45 (cm),admin/img_prod/BAN19/BAN19-1-720x540.png,42
1,M19,Mesa,Centro  Español,Mesa estilo española patas torneadas,100x55x60 (cm),admin/img_prod/M19/M19-1-720x540.png,42
2,BA19,Baño,Lavabo,Lavabo 2 llaves y caño con pie,70x56x90 (cm),admin/img_prod/BA19/BA19-1-720x540.png,42
3,BAU19,Baul,Almacenaje  Mimbre  Viaje,Baúl de mimbre con tapa diferentes medidas,1x1x1 (cm),admin/img_prod/BAU19/BAU19-1-720x540.png,42
4,BIO19,Biombo,Dormitorio,Biombo 3 hojas marco dorado hojas cristal humo,135x8x130 (cm),admin/img_prod/BIO19/BIO19-1-720x540.png,42
5,CAR19,Caja registradora,Tienda,Caja registradora con cajón y manivela,32x39x33 (cm),admin/img_prod/CAR19/CAR19-720x540.png,42
6,CA19,Cama,Dormitorio  Mimbre,Cabecero de mimbre y caña pavo real,140x6x160 (cm),admin/img_prod/CA19/CA19-720x540.png,42
7,CO19,Cocinas,Electrodomestico,Horno eléctrico de mesa,40x40x64 (cm),admin/img_prod/CO19/CO19-1-720x540.png,42
8,COM19,Comoda,Dormitorio,Cómoda pino 5 cajones,105x55x95 (cm),admin/img_prod/COM19/COM19-1-720x540.png,42
9,CON19,Consola,Inglesa  Recibidor,Consola inglesa 8 patas con piedra marmol,110x37x88 (cm),admin/img_prod/CON19/CON19-1-720x540.png,42
10,CU19,Cuadro,Religioso,Cuadro marco madera liso óleo Magdalena penitente (Veronase),130x10x160 (cm),admin/img_prod/CU19/CU19-720x540.png,42
11,ESP19,Espejo,Dormitorio,Espejo triptico marco pintado,173x15x172 (cm),admin/img_prod/ESP19/ESP19-1-720x540.png,42
12,ES19,Estanteria,Despacho,Estante de rincón embero con puerta,65x32x65 (cm),admin/img_prod/ES19/ES19-720x540.png,42
13,EST19,Estufa,Calefaccion,Caldera de calefacción antigua,30x55x60 (cm),admin/img_prod/EST19/EST19-720x540.png,42
14,ESTAT19,Estatua,,Estatua imagen Santa Gema de escayola,1x1x86 (cm),admin/img_prod/ESTAT19/ESTAT19-1-720x540.png,42
15,F19,Fichero,Despacho,Fichero metálico gris 5 cajones,46x65x132 (cm),admin/img_prod/F19/F19-1-720x540.png,42
16,MUS19,Instrumentos musicales,Musica,Guitarra portuguesa,1x1x1 (cm),admin/img_prod/MUS19/MUS19 (INM6-720x540.png,42
17,ADO19,Adornos,Salón,Adorno,1x1x1 (cm),admin/img_prod/ADO19/ADO19-720x540.png,42
18,DPT19,Deporte,Descatalogado,Descatalogado,1x1x1 (cm),admin/img_prod/DPT19/LOGOTIPO VAZQUEZ- 720x540.png,42
19,LAM19,Lámpara,Lámpara de mesa  Oriental  Salón,Lámpara de mesa figura chino alabastro,0x0x0 (cm),admin/img_prod/LAM19/LAM19-720X540.png,42
20,ANU19,Carteles y anuncios,Colegio  Hospital,Cartel cristal salida de emergencia,10x5x5 (cm),admin/img_prod/ANU19/ANU19-720x540.png,42
21,FUM19,Artículos de fumador,Cenicero,Cenicero plateado carretilla,1x1x1 (cm),admin/img_prod/FUM19/FUM19-720X540.png,42
22,AZP19,Azulejos y platos de pared,Decoración,Azulejos de pared decorados antiguos diferentes,1x1x1 (cm),admin/img_prod/AZP19/AZP19-720x540.png,42
23,BAD19,Bandejas,,Juego bandejas ovaladas japonesas,1x1x1 (cm),admin/img_prod/BAD19/BAD19-720x540.png,42
24,BYC19,Atrezzo de bar y cafetería,Bar y cafetería,Botella petaca cristal antigua,1x1x1 (cm),admin/img_prod/BYC19/BYC19(BAR19-720x540).png,42
25,COL19,Atrezzo colegio,Colegio,Carteras colegio antiguas tela con correas,1x1x1 (cm),admin/img_prod/COL19/COL19-720x540.png,42
