,name,category,section,description,dimensions,image,page
0,ATR13,Atril,,Atril nogal columnas torneadas,47x40x137 (cm),admin/img_prod/ATR13/ATR13-1-720x540.png,30
1,BAC13,Banco,Arabe,Banco árabe con palos torneados,160x50x105 (cm),admin/img_prod/BAC13/BAC13-1-720x540.png,30
2,BAN13,Banqueta,Dormitorio,Banqueta tapizada verde,100x37x40 (cm),admin/img_prod/BAN13/BAN13-1-720x540.png,30
3,M13,Mesa,Auxiliar  Español,Mesa alta estilo español con hierros,100x40x94 (cm),admin/img_prod/M13/M13-1-720X540.png,30
4,BA13,Baño,Bañera  Rústico,Bañera de cinc redonda forma,85x85x78 (cm),admin/img_prod/BA13/BA13-1-720x540.png,30
5,BAU13,Baul,Almacenaje  Viaje,Baúl tapa forma chapa tiras madera,62x43x49 (cm),admin/img_prod/BAU13/BAU13-1-720x540.png,30
6,BEB13,Bebé,Descatalogado,,0x0x0 (cm),admin/img_prod/BEB13/LOGOTIPO VAZQUEZ- 720x540.png,30
7,ESC13,Escaleras,Rústico,Escalera de troncos,60x10x240 (cm),admin/img_prod/ESC13/ESC13-720x540.png,30
8,BIO13,Biombo,Dormitorio,Biombo 3 hojas tapizado tela rayas y figuras,135x5x145 (cm),admin/img_prod/BIO13/BIO13-720x540.png,30
9,CAB13,Caballete,Pintor,Caballete de pintor negro 3 pies,60x60x143 (cm),admin/img_prod/CAB13/CAB13-720x540.png,30
10,CAR13,Caja registradora,Tienda,Caja registradora con cajón Gold,40x43x30 (cm),admin/img_prod/CAR13/CAR13-720x540.png,30
11,CAJ13,Caja,Almacenaje  Cajas,Cajas de madera de embalaje diferentes,1x1x1 (cm),admin/img_prod/CAJ13/CAJ13-720x540.png,30
12,CA13,Cama,Dormitorio,Cabecero de cama tubo metal liso,140x8x118 (cm),admin/img_prod/CA13/CA13-720x540.png,30
13,REC13,Reclinatorio,Iglesia  Religioso,Reclinatorio recto tapizado damasco rojo,53x47x90 (cm),admin/img_prod/REC13/REC13-1-720x540.png,30
14,CSE13,Carro de servicio,Cocina  Comedor  Salón,Carro de servicio plegable blanco y amarillo,65x43x70 (cm),admin/img_prod/CSE13/CSE13-1-720x540.png,30
15,CO13,Cocinas,Electrodomestico,Placa de cocina mixta 4 fuegos con mandos,34x45x10 (cm),admin/img_prod/CO13/CO13-720x540.png,30
16,COM13,Comoda,Dormitorio  Isabelino,Cómoda isabelina nogal 3 cajones,125x52x97 (cm),admin/img_prod/COM13/COM-13-2-720x540.png,30
17,CON13,Consola,Recibidor  Renacimiento,Consola nogal tallada 8 patas salomónica,162x51x90 (cm),admin/img_prod/CON13/CON13-1-720x540.png,30
18,CU13,Cuadro,Desnudo  Retratos,Cuadro marco ancho madera fotografía desnudo (Tiziano),235x10x180 (cm),admin/img_prod/CU13/CU13-720x540.png,30
19,ANU13,Carteles y anuncios,Tienda,Cartel chapa jabón,15x1x15 (cm),admin/img_prod/ANU13/ANU13-720x540.png,30
20,ESP13,Espejo,Bar y cafetería,Cristal con papel orla con marco color,73x15x118 (cm),admin/img_prod/ESP13/ESP13-720x540.png,30
21,ES13,Estanteria,Rústico,Estantería de suelo de tabla pino,37x24x120 (cm),admin/img_prod/ES13/ES13-1-720x540.png,30
22,EST13,Estufa,Calefaccion,Estufa de butano crema Superser,37x42x70 (cm),admin/img_prod/EST13/EST13-1-720x540.png,30
23,ESTAT13,Estatua,,Estatua Tótem de fibra oscuro,42x42x240 (cm),admin/img_prod/ESTAT13/ESTAT13-1-720x540.png,30
24,GN13,Galan de noche,Dormitorio,Galán de noche tubo niquelado y madera,53x40x112 (cm),admin/img_prod/GN13/GN13-1-720x540.png,30
25,AGU13,Aguamaniles,Dormitorio,Aguamanil loza blanco con flores rosas,0x0x0 (cm),admin/img_prod/AGU13/AGU13-720x540.png,30
26,F13,Fichero,Americano  Despacho,Fichero madera claro de persiana,50x41x150 (cm),admin/img_prod/F13/F13-1-720x540.png,30
27,MUS13,Instrumentos musicales,Musica  Piano,Piano de pared auténtico nogal,162x82x100 (cm),admin/img_prod/MUS13/MUS13-1-720x540.png,30
28,ADO13,Adornos,Salón,Adorno pared madera recuerdo ciudades,1x1x1 (cm),admin/img_prod/ADO13/ADO13-720x540.png,30
29,DPT13,Deporte,Gimnasio,Banco de gimnasia skay negro,81x112x132 (cm),admin/img_prod/DPT13/GIM14-1-720x540.png,30
30,LAM13,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa columna fina hierro,1x1x1 (cm),admin/img_prod/LAM13/LAM13-720x540.png,30
31,FUM13,Artículos de fumador,Cenicero,Cenicero grande madera y acero,1x1x1 (cm),admin/img_prod/FUM13/FUM13-720x540.png,30
