,name,category,section,description,dimensions,image,page
24,BAN24,Banqueta,Curvado  Góndola,Banqueta góndola curvada,58x35x67 (cm),admin/img_prod/BAN24/BAN24-1-720x540.png,50
25,BA24,Baño,Lavabo,Lavabo ovalado sin grifo y con pie,50x40x70 (cm),admin/img_prod/BA24/BA24-720x540.png,50
26,BAU24,Baul,Almacenaje  Viaje,Baúl tapa recta negro,85x46x50 (cm),admin/img_prod/BAU24/BAU24-1-720x540.png,50
27,BIO24,Biombo,Jardín,Biombo 3 hojas bastidor negro con papel,135x4x180 (cm),admin/img_prod/BIO24/BIO24-720x540.png,50
28,CA24,Cama,Dormitorio  Valenciano,Cabecero valenciano claro,160x10x120 (cm),admin/img_prod/CA24/CA24-720x540.png,50
29,CO24,Cocinas,Varios cocina,Pila lavadero de piedra de cocina,1x1x1 (cm),admin/img_prod/CO24/CO24-720x540.png,50
30,COM24,Comoda,Dormitorio  Rústico,Cómoda rústica pino con trampilla,90x50x82 (cm),admin/img_prod/COM24/COM24-1-720x540.png,50
31,CON24,Consola,Isabelino  Recibidor,Consola Isabelina nogal con tapa marmol blanco,120x50x86 (cm),admin/img_prod/CON24/CON24-1-720x540.png,50
32,CU24,Cuadro,Religioso,Cuadro sin marco tablero pintado apóstoles,244x5x107 (cm),admin/img_prod/CU24/CU24-720x540.png,50
33,ANU24,Carteles y anuncios,Bar y cafetería,Cartel  antiguo chapa El Gaitero,10x1x25 (cm),admin/img_prod/ANU24/ANU24-720x540.png,50
34,ESP24,Espejo,Dormitorio  Inglesa,Espejo inglés de pared marco caoba,66x15x70 (cm),admin/img_prod/ESP24/ESP24-720x540.png,50
35,ES24,Estanteria,Rústico,Estante de suelo rústico tabla,57x24x85 (cm),admin/img_prod/ES24/ES24-720x540.png,50
36,EST24,Estufa,Calefaccion,Radiador de hierro (2 de 4 elementos y 1 de 5 elementos),25x15x95 (cm),admin/img_prod/EST24/EST24-1-720x540.png,50
37,ESTAT24,Estatua,Religioso,Estatua imagen Santo con niño de escayola,1x1x1 (cm),admin/img_prod/ESTAT24/ESTAT24-720x540.png,50
38,F24,Fichero,Despacho,Fichero metálico gris estrecho 4 cajones,30x71x154 (cm),admin/img_prod/F24/F24-1-720x540.png,50
39,MUS24,Instrumentos musicales,Musica,Instrumento de cuerda africano,1x1x1 (cm),admin/img_prod/MUS24/MUS24 (INM11)-720x540.png,50
40,ADO24,Adornos,Salón,Figura bronce grande caballo,1x1x1 (cm),admin/img_prod/ADO24/ADO24-720x540.png,50
41,DPT24,Deporte,Bicicleta  Gimnasio,Bicicleta estática gris BH,67x50x100 (cm),admin/img_prod/DPT24/DPT24-720x540.png,50
42,LAM24,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa loza blanca,0x0x0 (cm),admin/img_prod/LAM24/LAM24-720X540.png,50
43,FUM24,Artículos de fumador,Cenicero,Cenicero acero diferentes,1x1x1 (cm),admin/img_prod/FUM24/FUM24-720X540.png,50
44,M24,Mesa,Auxiliar  Español,Mesa estilo español lisa,65x39x55 (cm),admin/img_prod/M24/M24-1-720x540.png,50
45,BAD24,Bandejas,Bar y cafetería,Bandejas modernas camarero,1x1x1 (cm),admin/img_prod/BAD24/BAD24-720x540.png,50
46,BYC24,Atrezzo de bar y cafetería,Bar y cafetería,Copa de licor de cristal tallado antiguo,1x1x1 (cm),admin/img_prod/BYC24/BYC24(BAR24-720x540).png,50
47,COL24,Atrezzo colegio,Colegio,Cuadernos colegio antiguos rubio,1x1x1 (cm),admin/img_prod/COL24/COL24-720x540.png,50
