,name,category,section,description,dimensions,image,page
38,ATD2,Ataud,,Ataud figurado pino 2 tapas (Drácula),60x68x175 (cm),admin/img_prod/ATD2/ATD2-1-720x540.png,3
39,ATR2,Atril,Religioso,Atril de pino columnas torneadas,75x85x115 (cm),admin/img_prod/ATR2/ATR2-1-720x540.png,3
40,BL2,Balancin,Juguete  Columpio,Caballito balancín de niño,1x1x1 (cm),admin/img_prod/BL2/BL2-1-720x540.png,3
41,BAC2,Banco,Gótico,Banco gótico cerrado con arcos y columnas,175x50x260 (cm),admin/img_prod/BAC2/BAC2-1-720x540.png,3
42,BAN2,Banqueta,,Banqueta de pie a juego sillón asirio SI-221,50x38x24 (cm),admin/img_prod/BAN2/BAN2-1-720x540.png,3
43,M2,Mesa,Jardín,Mesa de jardín tapa mármol figurado verde,90x90x71 (cm),admin/img_prod/M2/M2-1-720x540.png,3
44,BA2,Baño,Bañera,Funda de cobre bañada en hierro,166x75x80 (cm),admin/img_prod/BA2/BA2-1-720x540.png,3
45,BAR2,Bargueño,Gótico,Bargueño gótico tallado sin tapa con pie,95x30x150 (cm),admin/img_prod/BAR2/BAR2-1-720x540.png,3
46,BRL2,Barril,Bar y cafetería  Rústico,Barril de madera mediano,50x50x88 (cm),admin/img_prod/BRL2/BRL2-1-720x540.png,3
47,BAS2,Bascula,Mercado,Báscula de mercado con plataforma,45x75x155 (cm),admin/img_prod/BAS2/BAS2-720x540.png,3
