,name,category,section,description,dimensions,image,page
21,COL7,Atrezzo colegio,Colegio,Cajas pinturas y rotuladores,1x1x1 (cm),admin/img_prod/COL7/COL7-720x540.png,17
22,DES7,Atrezzo despacho,Despacho  Escribanías y tinteros  Español,Escribanía cuero repujado con carpeta de mesa,1x1x1 (cm),admin/img_prod/DES7/DES7-720x540.png,17
23,CST7,Moda y costura,Avíos de costura,Cabeza de modista de mimbre,1x1x1 (cm),admin/img_prod/CST7/CST7-720x540.png,17
24,CTN7,Catenaria,,Cordón skay rojo,4x170x4 (cm),admin/img_prod/CTN7/CTN7-720x540.png,17
25,CEM7,Cementerio,,Tumba de hierro forjado con cruz.,90x90x180 (cm),admin/img_prod/CEM7/CEM007-1-720x540.png,17
26,CHI7,Chimenea,,Par de morillos de chimenea hierro.,1x1x45 (cm),admin/img_prod/CHI7/CHI7-720x540.png,17
27,CRI7,Cristalería,,Copas cristal bajas con peana,1x1x1 (cm),admin/img_prod/CRI7/CRI7-720x540.png,17
28,MC7,Macetero,Comedor  Salón,Macetero de madera cuadrado,50x50x102 (cm),admin/img_prod/MC7/MC7-1-720X540.png,17
29,ME7,Mesilla,Dormitorio  Inglesa,Mesilla inglesa blanca pata forma con 1 cajón,55x33x60 (cm),admin/img_prod/ME7/ME7-1-720x540.png,17
30,VET7,Ventilador,,Ventilador de mesa antiguo verde,1x1x1 (cm),admin/img_prod/VET7/VET7-720x540.png,17
31,REL7,Reloj,Inglesa  Salón,´Reloj de pie inglés con péndulo,1x1x1 (cm),admin/img_prod/REL7/REL7-1-720x540.png,17
32,TEL7,Telefonía,,Teléfono antiguo negro de pared campanas,0x0x0 (cm),admin/img_prod/TEL7/TLF7-720x540.png,17
33,MYN7,Maletas y neceseres de viaje,Viaje,Maleta antigua cuero marrón con correas,80x40x25 (cm),admin/img_prod/MYN7/MYN7-720x540.png,17
34,MYC7,Maletines y carteras,,DESCATALOGADO,0x0x0 (cm),admin/img_prod/MYC7/MYC7-720x540.png,17
35,LYR7,Libros y revistas,,Libros de texto,0x0x0 (cm),admin/img_prod/LYR7/LYR7-720x540.png,17
36,TOC7,Objetos de tocador,Tocador,Espejos de mano antiguos,0x0x0 (cm),admin/img_prod/TOC7/TOC7-720x540.png,17
37,VAJ7,Vajilla,Cocina,Platos Duralex blancos flores,0x0x0 (cm),admin/img_prod/VAJ7/VAJ7-720x540.png,17
38,JUG7,Juguetes,Juguete,Juego antiguo Disco-Gol con su caja,0x0x0 (cm),admin/img_prod/JUG7/JUG7-720x540.png,17
39,JAR7,Jarrones y jarras,Adorno  Decoración  Salón,Jarra cobrizada asa metal,0x0x0 (cm),admin/img_prod/JAR7/JAR7-720x540.png,17
40,TYV7,Televisores y vídeos,Televisor,"Televisión caja gris Sanyo 21"" (color)",69x48x46 (cm),admin/img_prod/TYV7/TYV7-1-720x540.png,17
41,MYS7,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido,Altavoces caja madera clara grandes,0x0x0 (cm),admin/img_prod/MYS7/MYS7-720x540.png,17
42,TP7,Tapices y estandartes,Castillo,Tapiz pintado cacería medieval,113x0x172 (cm),admin/img_prod/TP7/TP7-1-720x540.png,17
43,ML7,Librería,Despacho  Español,LIBRERÍA DESPACHO ESPAÑOL CABEZAS TALLADAS,165x45x180 (cm),admin/img_prod/ML7/ML7-1-720x540.png,17
44,MED7,Atrezzo medicina,Hospital  Medicina,Trompetillas de madera antiguas,0x0x0 (cm),admin/img_prod/MED7/MED7-720x540.png,17
45,HOS7,Hospitales,Camillas  Hospital  Medicina,CAMILLA DE CURAS HIERRO BLANCO,148x60x80 (cm),admin/img_prod/HOS7/HOS7-1-720x540.png,17
46,VAA7,Atrezzo vario,,Candados antiguos hierro,0x0x0 (cm),admin/img_prod/VAA7/VAA7-720x540.png,17
47,GRA7,Gramófonos y gramolas,Musica,Gramófono nogal pequeño con bocina,0x0x0 (cm),admin/img_prod/GRA7/GRA7-720x540.png,17
