,name,category,section,description,dimensions,image,page
0,FIG14,Figuras,Adorno,Figura de escayola perros,0x0x0 (cm),admin/img_prod/FIG14/FIG14-720x540.png,34
1,PLA14,Playa,Camping,Sillón de camping plegable tela rayas,0x0x0 (cm),admin/img_prod/PLA14/PLA14-720x540.png,34
2,REG14,Religión,Cruces  Religioso,Crucifijo de pared pequeño,0x0x0 (cm),admin/img_prod/REG14/REG14-720x540.png,34
3,RU14,Rural,Rústico  Cantarera,Cantarera de 2 recortada adorno flor,80x35x66 (cm),admin/img_prod/RU14/RU14-1-720x540.png,34
4,CARR14,Carretilla,Rústico,Carretilla de mano,0x0x0 (cm),admin/img_prod/CARR14/CARR14-1-720x540.png,34
5,ALA15,Alacena,Cocina,Alacena de cocina pintada,100x33x170 (cm),admin/img_prod/ALA15/ALA15-1-720x540.png,34
6,ALF15,Alfombra,Arabe  Comedor  Salón,Alfombra persa marrón,290x200x1 (cm),admin/img_prod/ALF15/ALF15-720x540.png,34
7,AFC15,Alfombra de cama,Arabe  Dormitorio,Alfombrín de cama fino persa con fleco,110x60x1 (cm),admin/img_prod/AFC15/AFC15-720x540.png,34
8,AP15,Aparador,Comedor  Inglesa,Aparador inglés puertas laterales cajón central,145x49x98 (cm),admin/img_prod/AP15/AP15-1-720x540.png,34
9,ARC15,Arcon,Rústico,Arcón liso pino con patas,122x65x78 (cm),admin/img_prod/ARC15/ARC15-1-720x540.png,34
10,AR15,Armario,Dormitorio,Armario pino 2 puertas con copete,110x60x220 (cm),admin/img_prod/AR15/AR15-1-720x540.png,34
11,ATR15,Atril,Iglesia  Religioso,Atril de mesa o de altar de madera,1x1x1 (cm),admin/img_prod/ATR15/ATR15-1-720x540.png,34
12,BAC15,Banco,Colegio,Banco pupitre tapizado terciopelo,145x70x70 (cm),admin/img_prod/BAC15/BAC15-1-720x540.png,34
13,BAN15,Banqueta,Dormitorio,Banqueta reposapies patas forma,74x46x35 (cm),admin/img_prod/BAN15/BAN15-1-720x540.png,34
14,M15,Mesa,Comedor  Español,Mesa de comedor estilo español patas lira,176x84x79 (cm),admin/img_prod/M15/M15-1-720x540.png,34
15,BA15,Baño,Lavabo,Lavabo con pie,63x48x88 (cm),admin/img_prod/BA15/BA15-1-720x540.png,34
16,BAU15,Baul,Almacenaje  Viaje,Baúl tapa piramidal forrado cuero y tachuelas,48x30x43 (cm),admin/img_prod/BAU15/BAU15-1-720x540.png,34
17,ESC15,Escaleras,Biblioteca  Tienda,Escalera de caracol nogal con barra torneada,1x1x1 (cm),admin/img_prod/ESC15/ESC15-720x540.png,34
18,BIO15,Biombo,Dormitorio  Jardín,Biombo 2 hojas tablitas pintado,100x4x170 (cm),admin/img_prod/BIO15/BIO15-720x540.png,34
19,CAB15,Caballete,Pintor,Caballete de pintor plegable 3 pies,1x1x1 (cm),admin/img_prod/CAB15/CAB15-720x540.png,34
20,CAR15,Caja registradora,Tienda,Caja registradora roja con manivela  National,50x42x55 (cm),admin/img_prod/CAR15/CAR15-1-720x540.png,34
21,CA15,Cama,Años setenta  Dormitorio,Cabecero tapizado capitoné skay crema con borde embero,180x6x98 (cm),admin/img_prod/CA15/CA15-720x540.png,34
22,CO15,Cocinas,Varios cocina,Cocina de carbón de hierro negra,90x51x82 (cm),admin/img_prod/CO15/CO15-1-720x540.png,34
23,COM15,Comoda,Dormitorio  Frances  Tocador,Tocador Luis XV blanco con espejo tríptico (tiene banqueta a juego),112x42x167 (cm),admin/img_prod/COM15/COM15-2-720x540.png,34
24,CON15,Consola,Descatalogado,,0x0x0 (cm),admin/img_prod/CON15/LOGOTIPO VAZQUEZ- 720x540.png,34
25,CU15,Cuadro,Retratos,Cuadro marco ancho madera fotografía Ticio (Tiziano),290x10x250 (cm),admin/img_prod/CU15/CU15-720x540.png,34
26,ANU15,Carteles y anuncios,Bar y cafetería,Cartel  antiguo chapa vino Jerez,10x1x15 (cm),admin/img_prod/ANU15/ANU15-720x540.png,34
27,ESP15,Espejo,Bar y cafetería,Espejo marco madera pintura mujer,97x15x158 (cm),admin/img_prod/ESP15/ESP15-720x540.png,34
28,ES15,Estanteria,Cocina  Español  Rústico,Estante estilo español 3 entrepaños,60x20x100 (cm),admin/img_prod/ES15/ES15-1-720x540.png,34
29,EST15,Estufa,Calefaccion,Estufa de butano negra rejilla Mepamsa,42x46x72 (cm),admin/img_prod/EST15/EST15-720x540.png,34
30,ESTAT15,Estatua,Religioso,Estatua Santo de escayola,55x40x153 (cm),admin/img_prod/ESTAT15/ESTAT15-1-720x540.png,34
31,GN15,Galan de noche,Dormitorio,Galán de noche tubo negro y embero,50x40x107 (cm),admin/img_prod/GN15/GN15-1-720x540.png,34
32,F15,Fichero,Americano  Despacho,Fichero madera claro de persiana con patas,46x44x116 (cm),admin/img_prod/F15/F15-720x540.png,34
33,MUS15,Instrumentos musicales,Musica,Funda de guitarra de tela cuadros,1x1x1 (cm),admin/img_prod/MUS15/MUS15 (INM2)-720x540.png,34
34,ADO15,Adornos,Salón,Botijo Talavera,1x1x1 (cm),admin/img_prod/ADO15/ADO15-720x540.png,34
35,DPT15,Deporte,Gimnasio,Banco de abdominales,45x100x47 (cm),admin/img_prod/DPT15/GIM16-1-720x540.png,34
36,LAM15,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa forma concha,0x0x0 (cm),admin/img_prod/LAM15/LAM15-720X540.png,34
37,FUM15,Artículos de fumador,Cenicero,Cenicero grande loza marrón y escudo,1x1x1 (cm),admin/img_prod/FUM15/FUM15-720x540.png,34
38,AZP15,Azulejos y platos de pared,Decoración,Azulejos de pared antiguos diferentes,1x1x1 (cm),admin/img_prod/AZP15/AZP15-720x540.png,34
39,BAD15,Bandejas,Menaje,Bandeja chapa decorada,1x1x1 (cm),admin/img_prod/BAD15/BAD15-720x540.png,34
40,BYC15,Atrezzo de bar y cafetería,Bar y cafetería,Botellas de cristal de gaseosa antiguas cierre presión,1x1x1 (cm),admin/img_prod/BYC15/BYC15(BAR15-720x540).png,34
41,COL15,Atrezzo colegio,Colegio,Cartera colegio skay marrón antigua,1x1x1 (cm),admin/img_prod/COL15/COL15-720x540.png,34
42,DES15,Atrezzo despacho,Despacho  Escribanías y tinteros,Escribanía metal grabado 1 tintero,1x1x1 (cm),admin/img_prod/DES15/DES15-720x540.png,34
43,BAS15,Bascula,Farmacia  Hospital,Balanza de farmacia nogal con caja  y con pesas,1x1x1 (cm),admin/img_prod/BAS15/BAS15-720x540.png,34
44,BRA15,Brasero,Calefaccion,Brasero eléctrico mesa camilla niquelado,1x1x1 (cm),admin/img_prod/BRA15/BRA15-720x540.png,34
45,BEB15,Bebé,Trona,Trona de niño niquelada plástico dibujos (abierta 95 de altura),40x80x67 (cm),admin/img_prod/BEB15/BEB15-720x540.png,34
46,BRL15,Barril,Bidón,Bidón cilíndrico chapa gris con grifo,31x31x45 (cm),admin/img_prod/BRL15/BRL15-1-720x540.png,34
47,CST15,Moda y costura,Avíos de costura,Juego de bolillos de madera,1x1x1 (cm),admin/img_prod/CST15/CST15-720x540.png,34
