,name,category,section,description,image,page,length [cm],depth [cm],height [cm]
26,JUG44,Juguetes,Juguete,Guitarra de juguete antigua con su caja,admin/img_prod/JUG44/JUG44-720x540.png,77,0,0,0
27,JAR44,Jarrones y jarras,Adorno  Decoración  Salón,Jarrón madera cilíndrico dibujo abstracto,admin/img_prod/JAR44/JAR44-720x540.png,77,0,0,0
28,MYS44,Tocadiscos y altavoces,Cintas de cassette  Musica  Sonido,Maletín portacassettes skay verde,admin/img_prod/MYS44/MYS44-720x540.png,77,0,0,0
29,ML44,Librería,Descatalogado,Descatalogado,admin/img_prod/ML44/LOGOTIPO VAZQUEZ- 720x540.png,77,0,0,0
30,MED44,Atrezzo medicina,Hospital  Medicina,Aparato germicida Henry chapa antiguo,admin/img_prod/MED44/MED44-720x540.png,77,0,0,0
31,HOS44,Hospitales,Hospital  Medicina,Taquilla de hospital forma hierro blanca,admin/img_prod/HOS44/HOS44-1-720x540.png,77,30,60,145
32,VAA44,Atrezzo vario,,Casco de moto antiguo con orejeras,admin/img_prod/VAA44/VAA44-720x540.png,77,0,0,0
33,RAD44,Radios,Cubista  Mueble radio,Mueble radio tocadiscos cubista,admin/img_prod/RAD44/RAD44-720x540.png,77,105,41,83
34,SI44,Sillón,Americano  Salón  Tresillo,Sillón chester tapizado skay negro,admin/img_prod/SI44/SI44-1-720x540.png,77,95,82,80
35,MV44,Muebles varios,Recibidor  Taquillón,Taquillón blanco con espejo a juego,admin/img_prod/MV44/MV44-1-720x540.png,77,80,22,183
36,SIL44,Silla,Comedor  Valenciano,Silla de comedor valenciana clara tapizada terciopelo labrado,admin/img_prod/SIL44/SIL44-1-720x540.png,77,160,105,80
37,S44,Sofá,Americano  Salón  Tresillo,Sofá chester 3 plazas tapizado skay negro,admin/img_prod/S44/S44-1-720x540.png,77,228,82,80
38,TYV44,Televisores y vídeos,Televisor,"Televisión caja madera Werner 24"" (B/N)",admin/img_prod/TYV44/TYV44-1-720x540.png,77,72,33,47
39,PV44,Pie de vela,Candelabro,Candelabro imperio 2 luces,admin/img_prod/PV44/PV44-720x540.png,77,0,0,0
40,TP44,Tapices y estandartes,Castillo  Medieval,Tapiz bordado ciudad medieval,admin/img_prod/TP44/TP44-720x540.png,77,120,0,270
41,PER44,Perchero,Despacho,Perchero de pie tubo blanco 4 boliches niquelados,admin/img_prod/PER44/PER44-720x540.png,77,37,37,176
42,CDM44,Centro de mesa,,Centro de mesa niquelado forma cesta,admin/img_prod/CDM44/CDM44-720x540.png,77,0,0,0
43,FIG44,Figuras,Adorno,Figura de resina niña,admin/img_prod/FIG44/FIG44-720x540.png,77,0,0,0
44,PLA44,Playa,Sombrillas,Sombrilla tela hojas colores borde fleco,admin/img_prod/PLA44/PLA44-720x540.png,77,0,125,0
45,REG44,Religión,Religioso,Estampa religiosa,admin/img_prod/REG44/REG44-720x540.png,77,0,0,0
46,RU44,Rural,,Sillas de montar de cuero,admin/img_prod/RU44/RU44-1-720x540.png,77,0,0,0
47,ALF45,Alfombra,Arabe  Comedor  Salón,Alfombra persa roja y crema,admin/img_prod/ALF45/ALF45-720x540.png,77,190,130,1
0,AFC45,Alfombra de cama,Dormitorio,Alfombrin de cama fino verde con fleco,admin/img_prod/AFC45/AFC45-720x540.png,78,70,50,1
1,AP45,Aparador,Comedor  Valenciano,Aparador valenciano parte alta estantes,admin/img_prod/AP45/AP45-1-720x540.png,78,120,45,195
2,AR45,Armario,,"Armario colonial, 2 puertas",admin/img_prod/AR45/AR45-1-720x540.png,78,123,54,185
3,BAC45,Banco,Rústico,Banco de cruceta de pino doble pata,admin/img_prod/BAC45/BAC45-1-720X540.png,78,148,27,50
4,BAN45,Banqueta,Bar y cafetería,Banquetas tapa recta tapizada,admin/img_prod/BAN45/BAN45-1-720x540.png,78,38,30,35
5,BAU45,Baul,Almacenaje  Viaje,Baúl roble con asas y esquinas metal,admin/img_prod/BAU45/BAU45-1-720x540.png,78,65,33,34
6,CA45,Cama,Dormitorio,Cama de nogal medio punto con largueros tallados,admin/img_prod/CA45/CA45-720x540.png,78,150,190,149
7,CO45,Cocinas,Electrodomestico,Cocina de carbón de hierro blanca,admin/img_prod/CO45/CO45-720x540.png,78,60,54,81
8,COM45,Comoda,Comodín  Dormitorio,Comodín nogal columnas tapa mármol blanco,admin/img_prod/COM45/COM45-1-720x540.png,78,83,49,75
9,CON45,Consola,Japonés  Recibidor,Consola japonesa en negro,admin/img_prod/CON45/CON45.bmp,78,170,47,80
10,CU45,Cuadro,Bodegones y flores,Cuadro marco madera esquinas talladas lámina bodegón,admin/img_prod/CU45/CU45-720x540.png,78,107,10,73
11,ANU45,Carteles y anuncios,Bar y cafetería,Carteles cartón grabados de bebidas,admin/img_prod/ANU45/ANU45-720x540.png,78,10,1,10
12,ESP45,Espejo,Dormitorio,Espejo tríptico de mesa forma al aire,admin/img_prod/ESP45/ESP45-720x540.png,78,115,25,64
13,ES45,Estanteria,Despacho,Estantería de suelo baja varilla y sapeli,admin/img_prod/ES45/ES45-1-720x540.png,78,63,22,61
14,EST45,Estufa,Cubreradiador  Salón,Cubreradiador nogal tablitas,admin/img_prod/EST45/EST45-720x540.png,78,64,31,103
15,ESTAT45,Estatua,Religioso  Iglesia,Hornacina oscura con Virgen con niño,admin/img_prod/ESTAT45/ESTAT45-720x540.png,78,0,0,0
16,F45,Fichero,Despacho,Cajonera mesa negra 3 cajones,admin/img_prod/F45/F45-720x540.png,78,43,60,52
17,MUS45,Instrumentos musicales,Musica,Flauta de niño,admin/img_prod/MUS45/MUS45 (INM32)-720x540.png,78,1,1,1
18,ADO45,Adornos,Salón,Máscara fibra y gasa,admin/img_prod/ADO45/ADO45-720x540.png,78,1,1,1
19,DPT45,Deporte,Bicicleta,Bicicleta de niña azul,admin/img_prod/DPT45/DPT45-720x540.png,78,130,50,85
20,LAM45,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa metal peana redonda,admin/img_prod/LAM45/LAM45-720x540.png,78,1,1,1
21,FUM45,Artículos de fumador,Cenicero,Ceniceros cristal tallado redondos diferentes,admin/img_prod/FUM45/FUM45-720X540.png,78,1,1,1
22,M45,Mesa,Auxiliar  Japonés,Mesa japonesa negra y roja,admin/img_prod/M45/M45-1-720x540.png,78,59,45,50
23,BYC45,Atrezzo de bar y cafetería,Bar y cafetería,Vasos cristal whisky,admin/img_prod/BYC45/BYC45(BAR45-720x540).png,78,1,1,1
24,COL45,Atrezzo colegio,Colegio,Reglas metálicas,admin/img_prod/COL45/COL45-720x540.png,78,1,1,1
25,DES45,Atrezzo despacho,Despacho  Máquinas de escribir,Máquina de escribir electrica Olivetti Lexicon 90 verde,admin/img_prod/DES45/DES45-720x540.png,78,1,1,1
26,BA45,Baño,Lavabo,Lavabo loza con 2 llaves y caño con pie,admin/img_prod/BA45/BA45-1-720x540.png,78,70,56,90
27,BEB45,Bebé,Descatalogado,,admin/img_prod/BEB45/LOGOTIPO VAZQUEZ- 720x540.png,78,0,0,0
28,CST45,Moda y costura,Máquinas de coser,Máquina de coser eléctrica SINGER con pie italiano,admin/img_prod/CST45/CST45-720x540.png,78,47,85,60
29,CRI45,Cristalería,Licoreras,Licorera cristal tallado tapón tallado.,admin/img_prod/CRI45/CRI45-720x540.png,78,1,1,1
30,MC45,Macetero,Jardín  Mimbre,Macetón redondo hierro y mimbre,admin/img_prod/MC45/MC45-1-720x540.png,78,38,38,40
31,ME45,Mesilla,Dormitorio  Inglesa,Mesilla inglesa raiz tapa marquetería,admin/img_prod/ME45/ME45-1-720x540.png,78,54,38,58
32,REL45,Reloj,Cocina,Reloj de pared de formica cuadrado esfera redonda,admin/img_prod/REL45/REL45-720x540.png,78,1,1,1
33,TEL45,Telefonía,,Teléfono público negro,admin/img_prod/TEL45/TLF45-720x540.png,78,0,0,0
34,MYN45,Maletas y neceseres de viaje,Viaje,Maleta antigua lona corinto rayas crema,admin/img_prod/MYN45/MYN45-720x540.png,78,75,45,25
35,JUG45,Juguetes,Juguete,Juego antiguo Las Mil Figuras con su caja,admin/img_prod/JUG45/JUG45-720x540.png,78,0,0,0
36,JAR45,Jarrones y jarras,Adorno  Decoración  Salón,Jarrón Talavera grande forma copa,admin/img_prod/JAR45/JAR45-720x540.png,78,0,0,0
37,MYS45,Tocadiscos y altavoces,Cintas de cassette  Musica  Sonido,Maletín portacassettes skay negro grande,admin/img_prod/MYS45/MYS45-720x540.png,78,0,0,0
38,ML45,Librería,Descatalogado,Descatalogado,admin/img_prod/ML45/LOGOTIPO VAZQUEZ- 720x540.png,78,0,0,0
39,MED45,Atrezzo medicina,Hospital  Medicina,Horno esterilizador de laboratorio,admin/img_prod/MED45/MED45-720x540.png,78,0,0,0
40,HOS45,Hospitales,Hospital  Medicina,Visor de radiografías marco blanco,admin/img_prod/HOS45/HOS45-720x540.png,78,38,12,50
41,VAA45,Atrezzo vario,,Casco de equitación,admin/img_prod/VAA45/VAA45-720x540.png,78,0,0,0
42,RAD45,Radios,Mueble radio,Mueble radio gramola claro,admin/img_prod/RAD45/RAD45-720x540.png,78,70,44,80
43,SI45,Sillón,Americano  Salón  Tresillo,Sillón chester tapizado skay corinto,admin/img_prod/SI45/SI45-1-720x540.png,78,95,76,75
44,MV45,Muebles varios,Taquillón,Taquillón chino relieve dragón tapa mármol,admin/img_prod/MV45/MV45-1-720x540.png,78,100,26,80
45,SIL45,Silla,Comedor  Inglesa  Salón,Silla inglesa caoba y oro respaldo tallado,admin/img_prod/SIL45/SIL45 720x540.png,78,41,39,87
46,S45,Sofá,Americano  Salón  Tresillo,Sofá chester 2 plazas tapizado skay corinto,admin/img_prod/S45/S45-1-720x540.png,78,190,95,80
47,TYV45,Televisores y vídeos,Televisor,"Televisión caja negra basic Line 21"" (color)",admin/img_prod/TYV45/TYV45-720x540.png,78,68,52,53
0,PV45,Pie de vela,Candelabro,Candelabro de loza 2 luces,admin/img_prod/PV45/PV45-720x540.png,79,0,0,0
1,TP45,Tapices y estandartes,Dormitorio  Religioso  Salón,Tapiz bordado Sagrada Familia con marco rayado,admin/img_prod/TP45/TP45-720x540.png,79,107,5,64
2,PER45,Perchero,Americano  Despacho  Dormitorio,Perchero de pie curvado blanco,admin/img_prod/PER45/PER45-720x540.png,79,50,50,175
3,CDM45,Centro de mesa,,Centro de mesa ovalado de acero,admin/img_prod/CDM45/CDM45-720x540.png,79,0,0,0
4,FIG45,Figuras,Adorno,Figura de resina tortuga,admin/img_prod/FIG45/FIG45-720x540.png,79,0,0,0
5,PLA45,Playa,Camping,Sillón de camping reclinable con tela nylon rayas,admin/img_prod/PLA45/PLA45-1-720x540.png,79,59,54,105
6,REG45,Religión,Religioso  Iglesia,Evangelio enmarcado marco madera,admin/img_prod/REG45/REG45-720x540.png,79,0,0,0
7,RU45,Rural,,Silla de montar de lona,admin/img_prod/RU45/RU45-720x540.png,79,0,0,0
8,ALF46,Alfombra,Arabe,Alfombra persa con fleco redonda,admin/img_prod/ALF46/ALF46-720x540.png,79,216,216,5
9,AFC46,Alfombra de cama,Dormitorio,Alfombrin de cama colores con fleco,admin/img_prod/AFC46/AFC46-720x540.png,79,100,56,1
10,AP46,Aparador,Comedor  Cubista,Aparador cubista nogal a juego AP47,admin/img_prod/AP46/AP46-1-720x540.png,79,172,54,99
11,AR46,Armario,Colonial  Dormitorio,"Armario colonial, 2 puertas y cajones pintado verde.",admin/img_prod/AR46/AR46-720x540.png,79,120,52,176
12,BAC46,Banco,Carpintero  Rústico,Banco de carpintero rústico con cajón,admin/img_prod/BAC46/BAC46-720x540.png,79,200,46,85
13,BAN46,Banqueta,Bar y cafetería  Rústico,Banqueta curvada madera,admin/img_prod/BAN46/BAN46-1-720x540.png,79,30,30,42
14,BAU46,Baul,Americano  Viaje,Baúl fibra azul armario americano,admin/img_prod/BAU46/BAU46-1-720x540.png,79,61,54,110
15,CA46,Cama,Dormitorio  Inglesa,Cama inglesa de caoba con cabecero forma,admin/img_prod/CA46/CA46-720x540.png,79,147,190,116
16,CO46,Cocinas,Electrodomestico,Placa de cocina de gas de encastrar 4 fuegos,admin/img_prod/CO46/CO46-720x540.png,79,60,50,20
17,COM46,Comoda,Dormitorio  Isabelino  Tocador,Tocador isabelino caoba con espejo alto,admin/img_prod/COM46/COM46-1-720x540.png,79,106,38,175
18,CON46,Consola,Recibidor  Valenciano,Consola valenciana medio punto 3 patas blanca,admin/img_prod/CON46/CON46-1-720x540.png,79,80,30,74
19,CU46,Cuadro,Grabado  Oficios,Cuadro marco fino lámina plano edificio,admin/img_prod/CU46/CU46-720x540.png,79,215,5,95
20,ANU46,Carteles y anuncios,Bar y cafetería,Carteles cartón grabados botellas,admin/img_prod/ANU46/ANU46-720x540.png,79,15,1,15
21,ESP46,Espejo,Cine,Espejo de maquillaje blanco de 13 luces,admin/img_prod/ESP46/ESP46-720x540.png,79,100,25,80
22,ES46,Estanteria,Cocina,Estante de pared de cocina blanco,admin/img_prod/ES46/ES46-1-720x540.png,79,102,29,118
23,EST46,Estufa,Cubreradiador  Salón,Cubreradiador nogal 2 puertas rejilla,admin/img_prod/EST46/EST46-720x540.png,79,110,48,109
24,ESTAT46,Estatua,Religioso  Románico,Estatua religiosa talla románica,admin/img_prod/ESTAT46/ESTAT46-720x540.png,79,1,1,1
25,F46,Fichero,Despacho,Fichero chapa marrón 2 cajones con ruedas,admin/img_prod/F46/F46-1-720x540.png,79,47,62,73
26,MUS46,Instrumentos musicales,Musica,Trompeta de heraldo de metal,admin/img_prod/MUS46/MUS46 (INM33)-720x540.png,79,1,1,1
27,ADO46,Adornos,Salón,Máscara madera,admin/img_prod/ADO46/ADO46-720x540.png,79,1,1,1
28,DPT46,Deporte,Bicicleta,Bicicleta de niña blanca,admin/img_prod/DPT46/DPT46-BIC21-720x540.png,79,130,50,85
29,LAM46,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa niquelada,admin/img_prod/LAM46/LAM46-720X540.png,79,0,0,0
30,FUM46,Artículos de fumador,Cenicero,Juego ceniceros loza blanca y azul con escudo,admin/img_prod/FUM46/FUM46-720X540.png,79,1,1,1
31,M46,Mesa,Auxiliar  Japonés,Mesa japonesa roja con cajón,admin/img_prod/M46/M46-1-720x540.png,79,55,35,36
32,BYC46,Atrezzo de bar y cafetería,Bar y cafetería,Grifo de cerveza antiguo,admin/img_prod/BYC46/BYC46-720x540.png,79,1,1,1
33,DES46,Atrezzo despacho,Despacho  Máquinas de escribir,Máquina de escribir gris Facit,admin/img_prod/DES46/DES46-720x540.png,79,1,1,1
34,BA46,Baño,Lavabo,Lavabo actual con pie con grifo,admin/img_prod/BA46/BA46-720x540.png,79,60,47,68
35,BEB46,Bebé,Descatalogado,,admin/img_prod/BEB46/LOGOTIPO VAZQUEZ- 720x540.png,79,0,0,0
36,CST46,Moda y costura,Máquinas de coser,"Máquina de coser SINGER con pie""white""",admin/img_prod/CST46/CST46-720x540.png,79,42,90,65
37,COL46,Atrezzo colegio,,Mapa de españa fisico-político de colegio,admin/img_prod/COL46/COL46-1-720x540.png,79,1,1,1
38,CRI46,Cristalería,Licoreras,Licoreras cristal liso.,admin/img_prod/CRI46/CRI46-720x540.png,79,1,1,1
39,MC46,Macetero,Jardín,Jardinera rectangular piedra relieves,admin/img_prod/MC46/MC46-720x540.png,79,100,25,41
40,ME46,Mesilla,Colonial  Dormitorio,Mesilla colonial clara patas forma,admin/img_prod/ME46/ME46-1-720x540.png,79,45,54,55
41,REL46,Reloj,Cocina,Reloj de pared redondo esfera frutas,admin/img_prod/REL46/REL46-720x540.png,79,1,1,1
42,TEL46,Telefonía,,Teléfono público niquelado,admin/img_prod/TEL46/TLF46-720x540.png,79,0,0,0
43,MYN46,Maletas y neceseres de viaje,Viaje,Maleta lona cuadros borde plástico blanco,admin/img_prod/MYN46/MYN46-720x540.png,79,50,35,25
44,JUG46,Juguetes,Juguete,Juego antiguo construccin piezas piedra con su caja,admin/img_prod/JUG46/JUG46-720x540.png,79,0,0,0
45,JAR46,Jarrones y jarras,Adorno  Decoración  Salón,Jarrón cristal azul,admin/img_prod/JAR46/JAR46-720x540.png,79,0,0,0
46,MYS46,Tocadiscos y altavoces,Electrónica  Musica  Sonido,Minicadena plástico negro tapa plástico,admin/img_prod/MYS46/MYS46-720x540.png,79,0,0,0
47,ML46,Librería,Descatalogado,descatalogado,admin/img_prod/ML46/LOGOTIPO VAZQUEZ- 720x540.png,79,0,0,0
0,MED46,Atrezzo medicina,Hospital  Medicina,Instrumentos quirúrgicos de acero,admin/img_prod/MED46/MED46-720x540.png,80,0,0,0
1,HOS46,Hospitales,Hospital  Medicina,Lámpara de hospital hierro crema,admin/img_prod/HOS46/HOS46-720x540.png,80,60,60,140
2,VAA46,Atrezzo vario,,Estoques y montera de torero,admin/img_prod/VAA46/VAA46-720x540.png,80,0,0,0
3,RAD46,Radios,Italiano  Mueble radio,Mueble radio tocadiscos italiano,admin/img_prod/RAD46/RAD46-1-720x540.png,80,120,40,80
4,SI46,Sillón,Salón  Tresillo,Sillón respaldo forma con chapera,admin/img_prod/SI46/SI46-720x540.png,80,100,84,84
5,MV46,Muebles varios,Descatalogado,,admin/img_prod/MV46/LOGOTIPO VAZQUEZ- 720x540.png,80,0,0,0
6,SIL46,Silla,Comedor  Isabelino  Salón,Silla isabelina nogal tapizada tela flores,admin/img_prod/SIL46/SIL46 (HAY 4) 720x540.png,80,47,45,94
7,S46,Sofá,Cubista  Salón,Sofá cubista respaldo forma tapizado,admin/img_prod/S46/S46-720x540.png,80,190,90,90
8,TYV46,Televisores y vídeos,Televisor,"Televisión portátil antigua Philips 14"" (B/N)",admin/img_prod/TYV46/TYV46-1-720x540.png,80,37,29,29
9,PV46,Pie de vela,Candelabro,Candelabro de loza 4 luces,admin/img_prod/PV46/PV46-720x540.png,80,0,0,0
10,TP46,Tapices y estandartes,Salón,Tapiz bordado terciopelo caballos con flecos,admin/img_prod/TP46/TP46-720x540.png,80,180,0,120
11,PER46,Perchero,Dormitorio  Jardín  Recibidor,Perchero de pie forja hierro negro 18 ganchos,admin/img_prod/PER46/PER46-720x540.png,80,70,70,177
12,CDM46,Centro de mesa,,Centro de mesa redondo acero pulido y metal,admin/img_prod/CDM46/CDM46-720x540.png,80,0,0,0
13,FIG46,Figuras,Adorno,Figura de madera talla águila,admin/img_prod/FIG46/FIG46-720x540.png,80,0,0,0
14,PLA46,Playa,Camping,Sillón de camping reclinable tela nylon rayas,admin/img_prod/PLA46/PLA46-1-720x540.png,80,63,55,100
15,REG46,Religión,Religioso  Iglesia,Evangelio marco metal grabado,admin/img_prod/REG46/REG46-720x540.png,80,0,0,0
16,RU46,Rural,,Rollo de cuerda figurado,admin/img_prod/RU46/RU46-1-720x540.png,80,0,0,0
17,ALF47,Alfombra,Arabe  Comedor  Salón,Alfombra dibujos marrones,admin/img_prod/ALF47/ALF47-720x540.png,80,170,120,1
18,AFC47,Alfombra de cama,Arabe  Dormitorio,Alfombrin cama fino persa rojo,admin/img_prod/AFC47/AFC47-720x540.png,80,190,100,1
19,AP47,Aparador,Comedor  Cubista,Trinchero cubista nogal a juego AP46,admin/img_prod/AP47/AP47-1-720x540.png,80,137,50,99
20,AR47,Armario,Dormitorio,Armario lacado crema 4 puertas espejo,admin/img_prod/AR47/AR47-1-720x540.png,80,124,57,187
21,BAC47,Banco,Rústico,Banco de tronco de madera,admin/img_prod/BAC47/BAC47-1-720x540.png,80,120,30,40
22,BAN47,Banqueta,Cocina,Banqueta patas niqueladas asiento skay rojo,admin/img_prod/BAN47/BAN47-1-720x540.png,80,30,30,45
23,BAU47,Baul,Almacenaje  Viaje,Baúl forrado cuero y verde con asa,admin/img_prod/BAU47/BAU47-1-720x540.png,80,40,24,27
24,CA47,Cama,Dormitorio,Cama de nogal plumeada con cabecero tallado,admin/img_prod/CA47/CA47-720x540.png,80,157,190,135
25,CO47,Cocinas,Electrodomestico,Frigorífico 1 puerta Fagor,admin/img_prod/CO47/CO47-720x540.png,80,61,52,139
26,COM47,Comoda,Dormitorio  Tocador,Tocador en claro con cuerpo alto con espejo y armarios,admin/img_prod/COM47/COM47-1-720x540.png,80,90,47,130
27,CON47,Consola,Recibidor,Consola tubo negro tapa cristal,admin/img_prod/CON47/CON47-1-720x540.png,80,100,36,74
28,CU47,Cuadro,Grabado  Oficios,Cuadro marco fino rayado lámina plano,admin/img_prod/CU47/CU47-720x540.png,80,128,5,95
29,ANU47,Carteles y anuncios,Tienda,Carteles cartón grabados tienda,admin/img_prod/ANU47/ANU47-720x540.png,80,10,1,5
30,ESP47,Espejo,Cine,Espejo de maquillaje blanco  (6 u 8 luces),admin/img_prod/ESP47/ESP47-720x540.png,80,80,25,60
31,ES47,Estanteria,Dormitorio  Salón,Estantería metálica para CD'S,admin/img_prod/ES47/ES47-720x540.png,80,37,32,162
32,EST47,Estufa,Cubreradiador  Salón,Cubreradiador de pino,admin/img_prod/EST47/EST47-720x540.png,80,46,26,100
33,ESTAT47,Estatua,,Estatua Virgen con niño manto blanco,admin/img_prod/ESTAT47/ESTAT47-720x540.png,80,0,0,0
34,F47,Fichero,Despacho,Fichero metálico gris con ruedas 1 cajón,admin/img_prod/F47/F47 720x540.png,80,42,65,70
35,MUS47,Instrumentos musicales,Musica,Trompa de caza de metal,admin/img_prod/MUS47/MUS47 (INM34)-720x540.png,80,1,1,1
36,ADO47,Adornos,Salón,Adorno pared máscara malaya,admin/img_prod/ADO47/ADO47-720x540.png,80,1,1,1
37,DPT47,Deporte,Bicicleta,Bicicleta de niño azul y amarilla,admin/img_prod/DPT47/DPT47-BIC22-720x540.png,80,130,50,75
38,LAM47,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa niquelada 3 patas,admin/img_prod/LAM47/LAM47-720X540.png,80,0,0,0
39,FUM47,Artículos de fumador,Cenicero,Ceniceros loza con dibujos diferentes,admin/img_prod/FUM47/FUM47-720X540.png,80,1,1,1
40,M47,Mesa,Auxiliar  Japonés,Mesa japonesa negra con cajón,admin/img_prod/M47/M47-1-720x540.png,80,55,35,66
41,BYC47,Atrezzo de bar y cafetería,Bar y cafetería,Grifo de cerveza actual,admin/img_prod/BYC47/BYC47-720x540.png,80,1,1,1
42,DES47,Atrezzo despacho,Despacho  Máquinas de escribir,Máquina de escribir Lettera 25,admin/img_prod/DES47/DES47-720x540.png,80,1,1,1
43,BA47,Baño,Lavabo,Lavabo loza con pie y con grifos,admin/img_prod/BA47/BA47-720x540.png,80,60,50,80
44,BEB47,Bebé,Trona,Trona de niño de madera,admin/img_prod/BEB47/BEB47-1-720x540.png,80,54,54,79
45,CST47,Moda y costura,Máquinas de coser,Máquina de coser SINGER con pie SINGER,admin/img_prod/CST47/CST47-720x540.png,80,41,95,74
46,COL47,Atrezzo colegio,,Mapa de Europa físico-político de colegio.,admin/img_prod/COL47/COL47-1-720x540.png,80,1,1,1
47,MC47,Macetero,Columna  Jardín,Peana madera cuadrada pintada,admin/img_prod/MC47/MC47-720x540.png,80,37,37,33
0,ME47,Mesilla,Dormitorio,Mesilla madera castaño con cajón y trampilla,admin/img_prod/ME47/ME47-1-720x540.png,81,52,36,60
1,REL47,Reloj,Cocina,Reloj de pared loza marron,admin/img_prod/REL47/REL47-720x540.png,81,1,1,1
2,TEL47,Telefonía,,Teléfono-radio-despertador,admin/img_prod/TEL47/TLF47-720x540.png,81,0,0,0
3,MYN47,Maletas y neceseres de viaje,Viaje,Maleta lona cuadros roja cierre cremallera,admin/img_prod/MYN47/MYN47-720x540.png,81,60,45,25
4,JUG47,Juguetes,Juguete,Juego de construcción antiguo con su caja,admin/img_prod/JUG47/JUG47-720x540.png,81,0,0,0
5,JAR47,Jarrones y jarras,Adorno  Decoración  Salón,Jarrón cristal azul grande boca larga,admin/img_prod/JAR47/JAR47-720x540.png,81,0,0,0
6,MYS47,Tocadiscos y altavoces,Electrónica  Musica  Sonido,Minicadena Magnavox,admin/img_prod/MYS47/MYS47-720x540.png,81,0,0,0
7,ML47,Librería,Descatalogado,Descatalogado,admin/img_prod/ML47/LOGOTIPO VAZQUEZ- 720x540.png,81,0,0,0
8,MED47,Atrezzo medicina,Hospital  Medicina,Maquina médica antigua,admin/img_prod/MED47/MED47-720x540.png,81,0,0,0
9,HOS47,Hospitales,Hospital  Medicina,Pie con ruedas para suero hierro crema 1 gancho,admin/img_prod/HOS47/HOS47-720x540.png,81,60,60,195
10,VAA47,Atrezzo vario,,Estoques de torero con funda cuero,admin/img_prod/VAA47/VAA47-720x540.png,81,0,0,0
11,RAD47,Radios,Mueble radio,Mueble radio tocadiscos nogal,admin/img_prod/RAD47/RAD47-720x540.png,81,65,85,40
12,SI47,Sillón,Despacho  Inglesa  Tresillo,Sillón inglés tapizado terciopelo marrón,admin/img_prod/SI47/SI47-1-720x540.png,81,110,90,85
13,MV47,Muebles varios,Mueble bar,Mueble bar cerezo,admin/img_prod/MV47/MV47 720x540.png,81,92,44,109
14,SIL47,Silla,Despacho  Inglesa  Sillería,Silla inglesa caoba tapizada tela adasmascada,admin/img_prod/SIL47/SIL47-1-720x540.png,81,1,1,1
15,S47,Sofá,Despacho  Inglesa  Salón,Sofá despacho inglés tapizado terciopelo marrón,admin/img_prod/S47/S47-1-720x540.png,81,210,87,89
16,TYV47,Televisores y vídeos,Televisor,Televisión portátil caja plástico verde Vanguard (B/N),admin/img_prod/TYV47/TYV47-1-720x540.png,81,50,30,37
17,PV47,Pie de vela,Candelabro,Candelabro de loza colores 2 luces,admin/img_prod/PV47/PV47-720x540.png,81,0,0,0
18,TP47,Tapices y estandartes,Arabe,Friso árabe de terciopelo colores,admin/img_prod/TP47/TP47-720x540.png,81,400,0,120
19,PER47,Perchero,Hotel,Perchero portamaletas de hotel tubo niquelado,admin/img_prod/PER47/PER47-1-720x540.png,81,96,65,190
20,CDM47,Centro de mesa,,Centro de mesa redondo de loza jaspeado,admin/img_prod/CDM47/CDM47-720x540.png,81,0,0,0
21,FIG47,Figuras,Adorno,Figura de escayola Venus de Milo,admin/img_prod/FIG47/FIG47-720x540.png,81,0,0,0
22,PLA47,Playa,Camping,Sillón de camping bajo plegable tela cuadros azules,admin/img_prod/PLA47/PLA47-1-720x540.png,81,64,90,60
23,REG47,Religión,Descatalogado,,admin/img_prod/REG47/LOGOTIPO VAZQUEZ- 720x540.png,81,0,0,0
24,RU47,Rural,,,admin/img_prod/RU47/RU47-720x540.png,81,86,90,0
25,ALF48,Alfombra,Arabe  Comedor  Salón,Alfombra redonda persa roja,admin/img_prod/ALF48/ALF48-720x540.png,81,135,135,1
26,AFC48,Alfombra de cama,Arabe  Dormitorio,Alfombrin de cama fino persa naranja con fleco,admin/img_prod/AFC48/AFC48-720x540.png,81,190,100,1
27,AP48,Aparador,Comedor  Italiano,Aparador italiano roble y sapeli,admin/img_prod/AP48/AP48-1-720x540.png,81,220,45,85
28,AR48,Armario,Dormitorio,Armario ropero 2 puertas madera,admin/img_prod/AR48/AR48-1-720x540.png,81,120,55,180
29,BAC48,Banco,Rústico,Banco de pino con chambrana,admin/img_prod/BAC48/BAC48-1-720x540.png,81,180,25,46
30,BAN48,Banqueta,Bar y cafetería  Cocina  Rústico,Banqueta redonda madera 4 patas,admin/img_prod/BAN48/BAN48-720x540.png,81,28,28,45
31,BAU48,Baul,Almacenaje  Viaje,Cesto ovalado cáñamo con tapa,admin/img_prod/BAU48/BAU48-1-720x540.png,81,83,55,27
32,CA48,Cama,Dormitorio  Portugues,Cama portuguesa torneada (también es banco),admin/img_prod/CA48/CA48-720x540.png,81,140,190,185
33,CO48,Cocinas,Electrodomestico,Frigorífico combi 2 puertas,admin/img_prod/CO48/CO48-1-720x540.png,81,1,1,1
